ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global"
\n
\nMateriale: stentøj.
\nHøjde 2 cm. / Diameteren 21,5 cm.
\n
\nTåler opvaskemaskine.
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a>, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.
\n
\n</div>
\n</div>",,,taxable,,1,5,,0,0,,,,,0,,,275,"Produkter > - Alle varer, Kunsthåndværkere > Julie Damhus, Kunsthåndværkere > Julie Damhus > Julie Damhus TOTO Tallerken, Keramik, Kunsthåndværkere, Tallerkener","1x1 Textil, Damhus, Damhus keramik, Damhus Toto, Danish ceramics, Dansk keramik, Julie Damhus, toto keramik, Toto tallerken",,"https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Tallerken_Blaa_1.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kollektionen_7.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Tallerkener_Blaa_20.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Tallerkener_Blaa_25.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kop_Blaa_6.jpg",,,,,,,,,711,,Brand,"Julie Damhus",1,1,Kunstner,"Julie Damhus",1,1,,,,
22937,simple,,,"Julie Damhus - TOTO tallerken mellem (brun)",1,0,visible,"<span lang=""da"">Toto kollektionen er lavet med kærlighed til keramik, og du kan nemt blande den med Oda-samlingen. Hver vare er dansk design og fremstillet på et værksted i Polen. Farven kan variere fra billedet. Fotos er kun vejledende, da hvert element er unikt.</span>
\n
\nMål: Ø: 22 x H: 1,5 cm.
\n
\nTåler opvaskemaskine.
\n
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a>, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.
\n
\n&nbsp;","<div class=""et_pb_module et_pb_wc_description et_pb_wc_description_0_tb_body et_pb_bg_layout_light et_pb_text_align_left"">
\n<div class=""et_pb_module_inner"">
\n
\nToto serien er lavet med stor kærlighed til keramik og funktionalitet, og du kan nemt blande den med Oda-samlingen. Hver vare er dansk design og fremstillet på et værksted i Polen. Med sit minimalistiske design og smukt varierende glasur har koppen et helt unikt udtryk.
\nFarven kan variere fra billedet. Fotos er kun vejledende, da hvert element er unikt.
\n
\nMed sin smukke minimalistiske silhuet, har tallerknen et fint æstetisk udtryk. Toto tallerknen har den perfekte størrelse til hovedretten eller som serveringsfad. Tallerkenerne er lavet så de er gode at stable.
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n
\nMateriale: stentøj.
\nHøjde 2 cm. / Diameteren 21,5 cm.
\n
\nTåler opvaskemaskine.
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a>, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.
\n
\n</div>
\n</div>",,,taxable,,1,8,,0,0,,,,,0,,,275,"Produkter > - Alle varer, Kunsthåndværkere > Julie Damhus, Kunsthåndværkere > Julie Damhus > Julie Damhus TOTO Tallerken, Keramik, Kunsthåndværkere, Tallerkener","1x1 Textil, Damhus, Damhus keramik, Damhus Toto, Danish ceramics, Dansk keramik, Julie Damhus, toto keramik, Toto tallerken",,"https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Tallerken_Brun_1.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kollektionen_7.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Kop_Mint_21.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Tallerkener_Brun_5.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Tallerkener_Brun_6.jpg",,,,,,,,,712,,Brand,"Julie Damhus",1,1,Kunstner,"Julie Damhus",1,1,,,,
22942,simple,,,"Julie Damhus - TOTO tallerken mellem (mint)",1,0,visible,"<span lang=""da"">Toto kollektionen er lavet med kærlighed til keramik, og du kan nemt blande den med Oda-samlingen. Hver vare er dansk design og fremstillet på et værksted i Polen. Farven kan variere fra billedet. Fotos er kun vejledende, da hvert element er unikt.</span>
\n
\nMål: Ø: 22 x H: 1,5 cm.
\n
\nTåler opvaskemaskine.
\n
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a>, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.
\n
\n&nbsp;","<div class=""et_pb_module et_pb_wc_description et_pb_wc_description_0_tb_body et_pb_bg_layout_light et_pb_text_align_left"">
\n<div class=""et_pb_module_inner"">
\n
\nToto serien er lavet med stor kærlighed til keramik og funktionalitet, og du kan nemt blande den med Oda-samlingen. Hver vare er dansk design og fremstillet på et værksted i Polen. Med sit minimalistiske design og smukt varierende glasur har koppen et helt unikt udtryk.
\nFarven kan variere fra billedet. Fotos er kun vejledende, da hvert element er unikt.
\n
\nMed sin smukke minimalistiske silhuet, har tallerknen et fint æstetisk udtryk. Toto tallerknen har den perfekte størrelse til hovedretten eller som serveringsfad. Tallerkenerne er lavet så de er gode at stable.
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n
\nMateriale: stentøj.
\nHøjde 2 cm. / Diameteren 21,5 cm.
\n
\nTåler opvaskemaskine.
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a>, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.
\n
\n</div>
\n</div>",,,taxable,,0,,,0,0,,,,,0,,,275,"Produkter > - Alle varer, Kunsthåndværkere > Julie Damhus, Kunsthåndværkere > Julie Damhus > Julie Damhus TOTO Tallerken, Keramik, Kunsthåndværkere, Tallerkener","1x1 Textil, Damhus, Damhus keramik, Damhus Toto, Danish ceramics, Dansk keramik, Julie Damhus, toto keramik, Toto tallerken",,"https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Tallerken_Mint_1.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kop_Mint_21.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kollektionen_7.jpg",,,,,,,,,714,,Brand,"Julie Damhus",1,1,Kunstner,"Julie Damhus",1,1,,,,
22946,simple,,,"Julie Damhus - TOTO tallerken mellem (rosa)",1,0,visible,"<span lang=""da"">Toto kollektionen er lavet med kærlighed til keramik, og du kan nemt blande den med Oda-samlingen. Hver vare er dansk design og fremstillet på et værksted i Polen. Farven kan variere fra billedet. Fotos er kun vejledende, da hvert element er unikt.</span>
\n
\nMål: Ø: 22 x H: 1,5 cm.
\n
\nTåler opvaskemaskine.
\n
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a>, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.
\n
\n&nbsp;","<div class=""et_pb_module et_pb_wc_description et_pb_wc_description_0_tb_body et_pb_bg_layout_light et_pb_text_align_left"">
\n<div class=""et_pb_module_inner"">
\n
\nToto serien er lavet med stor kærlighed til keramik og funktionalitet, og du kan nemt blande den med Oda-samlingen. Hver vare er dansk design og fremstillet på et værksted i Polen. Med sit minimalistiske design og smukt varierende glasur har koppen et helt unikt udtryk.
\nFarven kan variere fra billedet. Fotos er kun vejledende, da hvert element er unikt.
\n
\nMed sin smukke minimalistiske silhuet, har tallerknen et fint æstetisk udtryk. Toto tallerknen har den perfekte størrelse til hovedretten eller som serveringsfad. Tallerkenerne er lavet så de er gode at stable.
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n
\nMateriale: stentøj.
\nHøjde 2 cm. / Diameteren 21,5 cm.
\n
\nTåler opvaskemaskine.
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a>, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.
\n
\n</div>
\n</div>",,,taxable,,0,0,,0,0,,,,,0,,,275,"Produkter > - Alle varer, Kunsthåndværkere > Julie Damhus, Kunsthåndværkere > Julie Damhus > Julie Damhus TOTO Tallerken, Keramik, Kunsthåndværkere, Tallerkener","1x1 Textil, Damhus, Damhus keramik, Damhus Toto, Danish ceramics, Dansk keramik, Julie Damhus, toto keramik, Toto tallerken",,"https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Tallerken_Rosa_1.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kollektionen_7.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Tallerkener_Rosa_30.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Tallerkener_Rosa_40.jpg",,,,,,,,,715,,Brand,"Julie Damhus",1,1,Kunstner,"Julie Damhus",1,1,,,,
22952,simple,,,"Julie Damhus - TOTO bowl - Large, blue",1,0,visible,,"Toto serien er lavet med stor kærlighed til keramik og funktionalitet, og du kan nemt blande den med Oda-samlingen. Hver vare er dansk design og fremstillet på et værksted i Polen.
\nFarven kan variere fra billedet. Fotos er kun vejledende, da hvert element er unikt.
\n
\nMed sin minimalistiske silhuet og varierende glasur, har skålene et smukt og unikt udtryk. Den fine skål har den perfekte størrelse til snacks, salater og mindre retter. Den karakteristiske bund på Toto skålene gør at de let kan stables.
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n
\nMateriale: stentøj.
\nHøjde 5,5 cm. / Diameteren 17 cm.
\n
\nTåler opvaskemaskine.
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a>, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.",,,taxable,,0,0,,0,0,,,,,0,,,399,"Produkter > - Alle varer, Kunsthåndværkere > Julie Damhus, Kunsthåndværkere > Julie Damhus > Julie Damhus TOTO Skåle, Keramik, Kunsthåndværkere, Skåle","Bowl, Ceramic cups, ceramic mugs, Ceramics, Julie Damhus, Julie Damhus bowl, Julie Damhus cup, Oda mini",,"https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Skaal_Stor_Blaa_1.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/03/Julie_Damhus_Toto_Skaal_Medium_Stor_20-4.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/03/Julie_Damhus_Toto_Skaal_Stor_Lilla_2.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Tallerkener_Blaa_20.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kop_Blaa_6.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Tallerkener_Blaa_25.jpg",,,,,,,,,706,,Brand,"Julie Damhus",1,1,Kunstner,"Julie Damhus",1,1,,,,
22954,simple,,,"Julie Damhus - TOTO skål - Stor, brun",1,0,visible,,"Toto serien er lavet med stor kærlighed til keramik og funktionalitet, og du kan nemt blande den med Oda-samlingen. Hver vare er dansk design og fremstillet på et værksted i Polen.
\nFarven kan variere fra billedet. Fotos er kun vejledende, da hvert element er unikt.
\n
\nMed sin minimalistiske silhuet og varierende glasur, har skålene et smukt og unikt udtryk. Den fine skål har den perfekte størrelse til snacks, salater og mindre retter. Den karakteristiske bund på Toto skålene gør at de let kan stables.
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n
\nMateriale: stentøj.
\nHøjde 5,5 cm. / Diameteren 17 cm.
\n
\nTåler opvaskemaskine.
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a>, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.",,,taxable,,0,0,,0,0,,,,,0,,,399,"Produkter > - Alle varer, Kunsthåndværkere > Julie Damhus, Kunsthåndværkere > Julie Damhus > Julie Damhus TOTO Skåle, Keramik, Kunsthåndværkere, Skåle","Julie Damhus, Julie Damhus skål, Keramik, Keramik kopper, keramik krus, Keramik skål, Oda mini, Skål, Toto skål",,"https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Skaal_Stor_Brun_1.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/03/Julie_Damhus_Toto_Skaal_Medium_Stor_20-4.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Brun.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Skaal_Stor_25-1.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Skaal_Stor_Brun_2.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Tallerkener_Brun_6.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Tallerkener_Brun_5.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Kop_Mint_21.jpg",,,,,,,,,707,,Brand,"Julie Damhus",1,1,Kunstner,"Julie Damhus",1,1,,,,
22961,simple,,,"Julie Damhus - TOTO skål - Stor, mint",1,0,visible,,"Toto serien er lavet med stor kærlighed til keramik og funktionalitet, og du kan nemt blande den med Oda-samlingen. Hver vare er dansk design og fremstillet på et værksted i Polen.
\nFarven kan variere fra billedet. Fotos er kun vejledende, da hvert element er unikt.
\n
\nMed sin minimalistiske silhuet og varierende glasur, har skålene et smukt og unikt udtryk. Den fine skål har den perfekte størrelse til snacks, salater og mindre retter. Den karakteristiske bund på Toto skålene gør at de let kan stables.
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n
\nMateriale: stentøj.
\nHøjde 5,5 cm. / Diameteren 17 cm.
\n
\nTåler opvaskemaskine.
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a>, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.",,,taxable,,0,0,,0,0,,,,,0,,,399,"Produkter > - Alle varer, Kunsthåndværkere > Julie Damhus, Kunsthåndværkere > Julie Damhus > Julie Damhus TOTO Skåle, Keramik, Kunsthåndværkere, Skåle","Julie Damhus, Julie Damhus kop, Julie Damhus skål, Keramik, Keramik kopper, keramik krus, Oda mini, Skål",,"https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Skaal_Stor_Mint_1.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/03/Julie_Damhus_Toto_Skaal_Medium_Stor_20-4.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Skaal_Stor_Mint_2.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Skaal_Stor_25-1.jpg",,,,,,,,,709,,Brand,"Julie Damhus",1,1,Kunstner,"Julie Damhus",1,1,,,,
22964,simple,,,"Julie Damhus - TOTO skål - Stor, rosa",1,0,visible,,"Skål af Julie Damhus i Toto serien.
\n
\nToto serien er lavet med stor kærlighed til keramik og funktionalitet, og du kan nemt blande den med Oda-samlingen. Hver vare er dansk design og fremstillet på et værksted i Polen.
\nFarven kan variere fra billedet. Fotos er kun vejledende, da hvert element er unikt.
\n
\nMed sin minimalistiske silhuet og varierende glasur, har skålene et smukt og unikt udtryk. Den fine skål har den perfekte størrelse til snacks, salater og mindre retter. Den karakteristiske bund på Toto skålene gør at de let kan stables.
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n
\nMateriale: stentøj.
\nHøjde 5,5 cm. / Diameteren 17 cm.
\n
\nTåler opvaskemaskine.
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a>, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.",,,taxable,,1,3,,0,0,,,,,0,,,399,"Produkter > - Alle varer, Kunsthåndværkere > Julie Damhus, Kunsthåndværkere > Julie Damhus > Julie Damhus TOTO Skåle, Keramik, Kunsthåndværkere, Skåle","Julie Damhus, Julie Damhus kop, Julie Damhus skål, Keramik, Keramik kopper, keramik krus, Keramik skål, Oda mini, Skål",,"https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Skaal_Stor_Rosa_1.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/03/Julie_Damhus_Toto_Skaal_Medium_Stor_20-4.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Skaal_Stor_25-1.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Skaal_Stor_Rosa_2.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Tallerkener_Rosa_40.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Brun.jpg, https://www.1x1textil.dk/wp-content/uploads/2021/12/Julie_Damhus_Toto_Tallerkener_Rosa_30.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kop_Rosa_20.jpg",,,,,,,,,710,,Brand,"Julie Damhus",1,1,Kunstner,"Julie Damhus",1,1,,,,
22967,simple,,,"Julie Damhus - TOTO skål - Medium, lilla",1,0,visible,,"Skål af Julie Damhus i Toto serien.
\n
\nToto serien er lavet med stor kærlighed til keramik og funktionalitet, og du kan nemt blande den med Oda-samlingen. Hver vare er dansk design og fremstillet på et værksted i Polen.
\nFarven kan variere fra billedet. Fotos er kun vejledende, da hvert element er unikt.
\n
\nMed sin minimalistiske silhuet og varierende glasur, har skålene et smukt og unikt udtryk. Den fine skål har den perfekte størrelse til snacks, salater og mindre retter. Den karakteristiske bund på Toto skålene gør at de let kan stables.
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n<div class=""et_pb_module et_pb_text et_pb_text_0_tb_body et_pb_text_align_left et_pb_bg_layout_light"">
\n<div class=""et_pb_text_inner"">
\n<div class=""woocommerce et-dynamic-content-woo et-dynamic-content-woo--product_description"">
\n
\nMateriale: stentøj.
\nHøjde 5 cm. / Diameteren 14 cm.
\n
\nTåler opvaskemaskine.
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\nBemærk at prisen er pr. stk.
\n
